"ID","Region","File_Path","catch","total mortality","harvest","total removals","catch per unit effort|cpue","catch rate","index of abundance","catch per effort|fishing success","landings","retained catch","projection","forecast","prediction","sex","gender","spawning biomass|sb","spawning stock biomass|ssb","spawning output","spawning stock output|sso|mature biomass|spawners|effective spawning output","mass","weight"
"105","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_21164_DS1.pdf",0.13,0,0.08,0,0.07,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"106","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SA-WP-06-[SP-alb-assessment] Rev 1.pdf",0.05,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.01
"107","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC14-SA-WP-08 Silky shark stock assessment (1).pdf",0.1,0,0,0,0.1,0.02,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.08,0,0
"108","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC15-SA-WP-05 SKJ-Assessment REV2 (1).pdf",0.03,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.02,0,0.01
"109","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC15-SA-WP-06 Oceanic whitetip shark_assessment.pdf",0.12,0,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0.06,0,0,0.02,0,0
"110","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/05.-Traditional-Interim-assessment-report-RS-002-1.pdf",0.13,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
"111","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/08b.-SEDAR61_2021IA_Final.pdf",0.12,0,0.04,0,0,0,0.05,0,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0.06
"112","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2019_WHM_SA_ENG.pdf",0.06,0,0,0,0.04,0,0,0,0.01,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0
"113","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2020_ALB_ENG.pdf",0.05,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02
"114","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2021_WBFT_SA_ENG.pdf",0.03,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0.03,0.03,0,0.02,0,0
"115","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Atl_Blacknose_SAR.pdf",0.06,0,0,0,0.04,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0.01,0,0.01
"116","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/B-8a-Gray_triggerfish_interim_9102020.pdf",0.14,0,0.03,0,0,0,0.02,0,0.03,0,0.01,0,0,0,0,0,0,0,0.01,0,0.06
"117","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Dusky_update_report_2016.pdf",0.03,0,0,0.01,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,0.01
"118","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/KGM_GOM_SA_08282020_final-revision_3.pdf",0.03,0,0.01,0,0.01,0,0.01,0,0.09,0.02,0,0,0,0.01,0,0.04,0.08,0.01,0,0,0
"119","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S23_SAR_complete_and_final.pdf",0.03,0,0.02,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0.02,0.03,0,0.01,0,0.01
"120","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S28UpdateSAR_V2.pdf",0.01,0,0.01,0,0.02,0,0,0,0.06,0,0,0,0,0,0,0.03,0.05,0,0.02,0,0.01
"121","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S34_ATSH_SAR.pdf",0.04,0,0.01,0,0.01,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0.01,0,0.01
"122","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S51_FINAL_SAR_0.pdf",0.02,0,0,0,0.01,0,0,0,0.06,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0.01
"123","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S52_Final_SAR_v2.pdf",0.01,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0
"124","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S57_Final_SAR.pdf",0.02,0,0.01,0,0.01,0,0,0,0.07,0,0,0,0,0,0,0.01,0,0.01,0.02,0,0.01
"125","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S64_SAR_FINAL.pdf",0.02,0,0.01,0,0.01,0,0,0,0.05,0,0,0,0,0,0,0.01,0.02,0,0.01,0,0.01
"126","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S67_Final_SAR.pdf",0.03,0,0.01,0,0.03,0,0,0,0.04,0,0,0.01,0,0,0,0.03,0.04,0,0.01,0,0.01
"127","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S72_SAR_FINAL.pdf",0.01,0,0.01,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0.06,0.06,0,0.03,0,0.03
"128","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SA BSB 2018.pdf",0.01,0,0.01,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0.03,0.02,0,0,0,0.02
"129","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR_60_SA_Red_Porgy_SAR_4.9.2020.pdf",0.01,0,0.01,0,0,0,0,0,0.06,0,0.01,0,0,0,0,0.04,0.03,0,0.01,0,0.02
"130","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR65_FullSAR_12.8.2020_V3.pdf",0.04,0,0,0,0.01,0,0,0,0.02,0,0.02,0,0,0.01,0,0,0,0,0.01,0,0.01
"131","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SMA_ASS_ENG.pdf",0.12,0,0.01,0,0.06,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0,0.01
"132","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/agenda-item-d-3.pdf",0.02,0,0.01,0,0,0,0,0,0.02,0,0,0.01,0,0.01,0,0.02,0.02,0,0.02,0,0.01
"133","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SAC-11-07-MTG_Yellowfin tuna benchmark assessment 2019.pdf",0.05,0,0,0,0.01,0,0.02,0,0,0.01,0,0,0,0,0,0.03,0,0,0.03,0,0.01
"134","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SC14-SA-WP-11 ISC18 Shortfin Mako Stock Assessment.pdf",0.1,0,0,0,0.07,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0,0.01
"Sum",NA,NA,11.14,0.02,3.2,0.03,2.42,0.86,0.19,0,2.79,0.1,0.5,0.12,0.06,0.42,0.03,3.1,1.92,0.29,1.26,0.05,1.52
