"ID","Region","File_Path","catch","total mortality","harvest","total removals","catch per unit effort|cpue","catch rate","index of abundance","catch per effort|fishing success","landings","retained catch","projection","forecast","prediction","sex","gender","spawning biomass|sb","spawning stock biomass|ssb","spawning output","spawning stock output|sso|mature biomass|spawners|effective spawning output","mass","weight"
"115","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Atl_Blacknose_SAR.pdf",1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1
"116","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/B-8a-Gray_triggerfish_interim_9102020.pdf",1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
"117","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Dusky_update_report_2016.pdf",1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1
"118","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/KGM_GOM_SA_08282020_final-revision_3.pdf",1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
"119","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S23_SAR_complete_and_final.pdf",1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1
"120","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S28UpdateSAR_V2.pdf",1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1
"121","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S34_ATSH_SAR.pdf",1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1
"122","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S51_FINAL_SAR_0.pdf",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"123","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S52_Final_SAR_v2.pdf",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
"124","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S57_Final_SAR.pdf",1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1
"125","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S64_SAR_FINAL.pdf",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
"126","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S67_Final_SAR.pdf",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
"127","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S72_SAR_FINAL.pdf",1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1
"128","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SA BSB 2018.pdf",1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1
"129","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR_60_SA_Red_Porgy_SAR_4.9.2020.pdf",1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1
"130","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR65_FullSAR_12.8.2020_V3.pdf",1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1
"131","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SMA_ASS_ENG.pdf",1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1
"132","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/agenda-item-d-3.pdf",1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
"133","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SAC-11-07-MTG_Yellowfin tuna benchmark assessment 2019.pdf",1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1
"134","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SC14-SA-WP-11 ISC18 Shortfin Mako Stock Assessment.pdf",1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1
"Sum",NA,NA,134,61,117,30,98,71,74,7,95,43,81,49,53,92,28,117,90,34,120,40,114
