"ID","Region","File_Path","biomass|b","abundance","spawning biomass|sb","spawning stock biomass|ssb","mature biomass","spawners","effective spawning output","unfished","virgin","initial equilibrium","unfished equilibrium","recruitment","recruits","recruit","age 0 fish","age 1 fish","catch","harvest","total removals","catch per unit effort|cpue","catch rate","index of abundance","catch per effort","fishing success","landings","retained catch","spawner per recruit|spr","spawning potential ratio","maximum sustainable yield|msy","instantaneous total mortality rate|z","fishing mortality|f","instantaneous fishing mortality rate","harvest rate","exploitation rate","finite fishing mortality","apical f","fishing mortality at maximum sustainable yield|fmsy","mass","length composition","length frequency","length observation","size frequency","size composition","age composition","age frequency","age observation","projection","sex","gender","plus group"
"67","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S28UpdateSAR_V2.pdf",0.09,0.01,0.03,0.05,0,0,0,0,0.02,0,0,0.04,0.01,0,0,0,0.01,0.01,0,0.02,0,0,0,0,0.06,0,0.01,0,0,0,0.68,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0
"68","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S34_ATSH_SAR.pdf",0.03,0.03,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.04,0.01,0,0.01,0,0,0,0,0.01,0,0,0,0.07,0,0.44,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.03,0,0,0
"69","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S51_FINAL_SAR_0.pdf",0.05,0.02,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0.06,0,0,0,0.01,0.01,0.69,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0
"70","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S52_Final_SAR_v2.pdf",0.04,0.01,0.01,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0.01,0.02,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"71","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S57_Final_SAR.pdf",0.05,0.02,0.01,0,0,0,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02,0.01,0,0.01,0,0,0,0,0.07,0,0.01,0,0.02,0.02,0.47,0,0,0,0,0,0.01,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0
"72","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S64_SAR_FINAL.pdf",0.06,0.01,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0.01,0,0.01,0,0,0,0,0.05,0,0.01,0,0.01,0.01,0.43,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
"73","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S67_Final_SAR.pdf",0.06,0.01,0.03,0.04,0,0,0,0,0.01,0,0,0.03,0,0,0,0,0.03,0.01,0,0.03,0,0,0,0,0.04,0,0.01,0,0.02,0.01,0.58,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0
"74","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S72_SAR_FINAL.pdf",0.13,0.01,0.06,0.06,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0.01,0.01,0,0.02,0,0,0,0,0.04,0,0,0,0.01,0.02,0.77,0,0,0.01,0,0,0.01,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0
"75","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SA BSB 2018.pdf",0.12,0.02,0.03,0.02,0,0,0,0,0,0,0,0.02,0.01,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0.05,0,0,0,0.08,0,0.43,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"76","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR_60_SA_Red_Porgy_SAR_4.9.2020.pdf",0.14,0.02,0.04,0.03,0,0,0,0,0,0,0,0.02,0.01,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0.06,0,0,0,0.09,0,0.45,0,0,0,0,0,0.04,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0
"77","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR65_FullSAR_12.8.2020_V3.pdf",0.04,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.04,0,0,0.01,0,0,0,0,0.02,0,0,0,0.05,0.01,0.43,0,0,0,0,0,0.04,0,0.02,0,0,0,0,0,0,0,0.02,0.01,0,0
"78","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SMA_ASS_ENG.pdf",0.12,0.01,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.12,0.01,0,0.06,0,0,0,0,0.01,0,0,0,0.22,0.01,0.46,0,0.01,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0
"79","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/agenda-item-d-3.pdf",0.11,0.02,0.02,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0.02,0,0.01,0,0,0.01,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0
"80","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SAC-11-07-MTG_Yellowfin tuna benchmark assessment 2019.pdf",0.06,0.05,0.03,0,0,0,0,0,0.01,0,0,0.03,0,0,0,0,0.05,0,0,0.01,0,0.02,0,0,0,0.01,0,0,0.03,0,0.58,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0
"81","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SC14-SA-WP-11 ISC18 Shortfin Mako Stock Assessment.pdf",0.02,0.07,0,0,0,0,0,0.01,0.01,0.01,0,0.05,0,0,0,0,0.1,0,0,0.07,0,0,0,0,0,0,0.02,0,0.06,0.01,0.48,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0
"Sum",NA,NA,9.46,1.73,1.82,1.57,0.02,0,0,0.24,0.13,0.02,0.01,2.12,0.14,0.1,0,0.03,5.96,0.77,0.03,1.13,0.02,0.16,0,0,1.99,0.08,0.55,0.01,2.37,0.41,42.59,0,0.12,0.37,0,0.01,0.77,0.01,0.4,0.09,0,0.01,0.15,0.18,0,0,0.46,0.19,0,0
