"ID","Region","File_Path","biomass|b|abundance","spawning biomass|sb|spawning stock biomass|ssb|mature biomass|spawners|effective spawning output","unfished|virgin|initial equilibrium|unfished equilibrium","recruitment","recruits|recruit|age 0 fish|age 1 fish","catch|harvest|total removals","catch per unit effort|cpue|catch rate|index of abundance|catch per effort|fishing success","landings|retained catch","spawner per recruit|spawning potential ratio|spr","maximum sustainable yield|msy","instantaneous total mortality rate|z","fishing mortality|f|instantaneous fishing mortality rate|harvest rate|exploitation rate|finite fishing mortality|apical f","fishing mortality at maximum sustainable yield|fmsy","mass","length composition|length frequency|length observation|size frequency|size composition","age composition|age frequency|age observation","projection","sex|gender","plus group"
"115","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Atl_Blacknose_SAR.pdf",9034,56,47,34,56,660,369,144,4,302,23,13655,185,0,4,15,38,25,1
"116","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/B-8a-Gray_triggerfish_interim_9102020.pdf",219,0,0,0,0,30,3,5,0,0,0,343,0,0,0,0,2,0,0
"117","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Dusky_update_report_2016.pdf",891,5,22,21,33,56,8,12,2,59,2,1663,30,1,5,4,6,3,1
"118","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/KGM_GOM_SA_08282020_final-revision_3.pdf",791,97,26,35,49,39,17,95,0,5,0,1655,2,0,22,4,1,10,0
"119","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S23_SAR_complete_and_final.pdf",4465,225,13,27,44,335,19,205,326,59,24,9226,29,0,4,10,43,20,0
"120","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S28UpdateSAR_V2.pdf",1745,117,31,64,119,55,26,99,20,2,0,3494,1,0,56,29,6,8,2
"121","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S34_ATSH_SAR.pdf",4005,17,50,28,38,338,101,38,3,316,19,7862,224,0,10,11,109,7,0
"122","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S51_FINAL_SAR_0.pdf",4085,124,22,75,120,137,67,309,27,34,53,11298,14,0,91,7,25,25,0
"123","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S52_Final_SAR_v2.pdf",3443,136,32,154,247,129,83,108,48,37,108,11099,8,0,41,142,17,2,2
"124","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S57_Final_SAR.pdf",3514,35,72,40,75,104,28,194,17,45,58,4507,20,0,110,0,8,25,1
"125","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S64_SAR_FINAL.pdf",5816,268,62,136,204,198,109,340,96,47,81,11390,23,1,143,23,17,38,3
"126","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S67_Final_SAR.pdf",3248,194,31,114,186,174,107,145,47,65,29,6897,31,0,50,72,16,10,1
"127","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S72_SAR_FINAL.pdf",3539,326,36,83,124,150,68,178,6,42,93,8354,20,0,204,59,13,21,4
"128","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SA BSB 2018.pdf",3137,171,10,49,109,80,25,145,12,230,5,3782,103,0,32,38,37,6,1
"129","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR_60_SA_Red_Porgy_SAR_4.9.2020.pdf",2825,239,15,57,147,103,26,193,19,257,13,4900,118,0,43,40,42,7,1
"130","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR65_FullSAR_12.8.2020_V3.pdf",8869,46,52,154,243,515,107,125,4,318,53,11823,263,1,201,1,166,80,0
"131","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SMA_ASS_ENG.pdf",1498,13,5,10,26,200,75,11,0,249,12,2043,49,0,21,0,1,16,0
"132","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/agenda-item-d-3.pdf",2168,64,8,76,112,156,16,54,12,11,32,3675,3,0,8,46,1,22,0
"133","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SAC-11-07-MTG_Yellowfin tuna benchmark assessment 2019.pdf",1665,70,20,47,65,170,59,10,0,52,4,3325,18,1,33,1,2,6,0
"134","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SC14-SA-WP-11 ISC18 Shortfin Mako Stock Assessment.pdf",1461,7,55,79,110,241,123,3,33,99,15,3421,4,0,37,0,3,34,4
"Sum",NA,NA,309435,9341,2182,7700,10502,31981,8974,11000,2088,7140,1556,537732,2562,135,3603,1824,859,2334,150
